id_inscripcion,id_estudiante,codigo_asignatura,semestre,anio,docente,nombre,rut,anio_ingreso,email,nota_promedio,nota_minima,nota_maxima,cantidad_evaluaciones,ponderacion_total,nota_final_ponderada,total_clases,presentes,ausentes,justificados,tardanzas,tasa_asistencia,carga_asignaturas,antiguedad_ingreso,aprobado,nota_promedio_scaled,nota_minima_scaled,nota_maxima_scaled,nota_final_ponderada_scaled,cantidad_evaluaciones_scaled,ponderacion_total_scaled,total_clases_scaled,presentes_scaled,ausentes_scaled,justificados_scaled,tardanzas_scaled,tasa_asistencia_scaled,carga_asignaturas_scaled,antiguedad_ingreso_scaled,carrera_Administracion,carrera_Arquitectura,carrera_Derecho,carrera_Enfermeria,carrera_Ing. Civil,carrera_Ing. Informatica,carrera_Psicologia,sede_Concepcion,sede_Santiago Centro,sede_Sede Norte,sede_Sede Sur,sede_Vina Del Mar,estado_matricula_Congelada,estado_matricula_Desertor,estado_matricula_Egresado,estado_matricula_Regular,nombre_asignatura_Algoritmos,nombre_asignatura_Base De Datos,nombre_asignatura_Calculo I,nombre_asignatura_Contabilidad,nombre_asignatura_Estadistica,nombre_asignatura_Etica,nombre_asignatura_Fisica,nombre_asignatura_Ingles,nombre_asignatura_Marketing,nombre_asignatura_Programacion,nombre_asignatura_Quimica,nombre_asignatura_Redes,seccion_001D,seccion_001V,seccion_002D,seccion_003D,riesgo_academico_Alto,riesgo_academico_Bajo,riesgo_academico_Medio,resultado_academico_Aceptable,resultado_academico_Critico,resultado_academico_En Riesgo,resultado_academico_Sobresaliente 
627,344,ASG-284,1,2023,Natalia Lopez Tapia,Javiera Figueroa Medina,19684963-8,2019,javiera.figueroa@gmail.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
570,345,ASG-248,1,2023,Barbara Espinoza Vergara,Macarena Silva Diaz,18146216-5,2021,macarena.silva@outlook.com,2.8,2.8,2.8,1.0,35.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,0.4,0.4,0.4,0.4,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
831,347,ASG-435,1,2023,Carlos Garcia Torres,Camila Vergara Gatica,15251569-1,2021,camila.vergara@gmail.com,1.5,1.5,1.5,1.0,40.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,0.2143,0.2143,0.2143,0.2143,0.2,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
20,350,ASG-317,1,2023,Pedro Valenzuela Contreras,Santiago Perez Gatica,21186463-0,2022,santiago.perez@gmail.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
899,1,ASG-127,2,2023,Felipe Tapia Aguilera,Ignacio Espinoza Vergara,23003953-7,2020,ignacio.espinoza@outlook.com,1.9,1.3,2.5,2.0,55.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,0.2714,0.1857,0.3571,0.2329,0.4,0.3929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
829,5,ASG-256,2,2023,Felipe Zambrano Gonzalez,Fernanda Martinez Flores,16300007-6,2023,sin_email_5@correo.local,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
631,7,ASG-599,2,2023,Francisca Morales Rivera,Tomas Espinoza Castro,12491053-5,2021,sin_email_7@correo.local,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3333,0.0,0.0,0.0,1.0,0.0,0.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
244,8,ASG-809,2,2023,Santiago Flores Aguilera,Barbara Tapia Tapia,14071893-7,2021,barbara.tapia@outlook.com,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,1.0,0.0,0.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
429,9,ASG-837,2,2023,Tomas Soto Espinoza,Benjamin Gatica Medina,15369011-1,2021,benjamin.gatica@gmail.com,1.8,1.8,1.8,1.0,30.0,1.8,1.0,1.0,0.0,0.0,0.0,1.0,1,2,0,0.2571,0.2571,0.2571,0.2571,0.2,0.2143,0.25,0.3333,0.0,0.0,0.0,1.0,0.0,0.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
79,12,ASG-261,2,2023,Marcela Espinoza Zambrano,Natalia Diaz Soto,20689817-3,2020,natalia.diaz@gmail.com,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.5,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.3333,0.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
645,12,ASG-298,2,2023,Tomas Martinez Silva,Natalia Diaz Soto,20689817-3,2020,natalia.diaz@gmail.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
423,15,ASG-771,2,2023,Lorena Medina Vergara,Barbara Gatica Valenzuela,22998821-5,2024,barbara.gatica@gmail.com,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3333,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
238,16,ASG-998,2,2023,Constanza Silva Fuentes,Diego Vergara Espinoza,17511752-5,2021,diego.vergara@outlook.com,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3333,0.0,0.0,0.0,1.0,0.0,0.4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
806,18,ASG-202,2,2023,Isidora Espinoza Gatica,Amanda Jara Gonzalez,24531129-5,2024,amanda.jara@gmail.com,3.7,3.7,3.7,1.0,35.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.5286,0.5286,0.5286,0.5286,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
756,22,ASG-164,2,2023,Jose Lopez Gatica,Alejandra Reyes Gatica,8278974-6,2023,alejandra.reyes@outlook.com,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
304,24,ASG-458,2,2023,Carlos Rojas Araya,Tomas Fuentes Figueroa,10213820-8,2024,tomas.fuentes@gmail.com,1.1,1.1,1.1,1.0,35.0,1.1,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0.1571,0.1571,0.1571,0.1571,0.2,0.25,0.25,0.3333,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
745,25,ASG-SINCOD,2,2023,Amanda Munoz Gonzalez,Paula Tapia Aguilera,13807750-1,2020,paula.tapia@outlook.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
332,27,ASG-SINCOD,2,2023,Emilio Munoz Rodriguez,Martin Munoz Vergara,SIN-RUT,2024,martin.munoz@outlook.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
156,28,ASG-328,2,2023,Andres Gonzalez Perez,Vicente Araya Hernandez,12160681-4,2023,vicente.araya@outlook.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
410,28,ASG-722,2,2023,Sofia Reyes Araya,Vicente Araya Hernandez,12160681-4,2023,vicente.araya@outlook.com,2.233333333333333,1.1,3.3,3.0,40.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.319,0.1571,0.4714,0.3214,0.6,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
42,30,ASG-945,2,2023,Carolina Rivera Aguilera,Carlos Martinez Gatica,15085892-0,2019,carlos.martinez@gmail.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
521,30,ASG-890,2,2023,Joaquin Hernandez Rivera,Carlos Martinez Gatica,15085892-0,2019,carlos.martinez@gmail.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
72,31,ASG-683,2,2023,Vicente Perez Medina,Constanza Tapia Perez,20603281-1,2022,sin_email_31@correo.local,4.15,2.0,5.8,4.0,110.0,4.27,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.5929,0.2857,0.8286,0.61,0.8,0.7857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
443,32,ASG-SINCOD,2,2023,Fernanda Rojas Flores,Sin Nombre,13443055-6,2020,ignacio.morales@gmail.com,5.3,4.0,6.6,2.0,35.0,5.49,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1,0.7571,0.5714,0.9429,0.7843,0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
473,33,ASG-205,2,2023,Docente No Informado,Benjamin Silva Nunez,24894524-7,2023,benjamin.silva@gmail.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
175,43,ASG-SINCOD,2,2023,Sofia Aguilera Hernandez,Valentina Munoz Soto,17511216-6,2023,valentina.munoz@outlook.com,3.9,3.9,3.9,1.0,25.0,3.9,1.0,1.0,0.0,0.0,0.0,1.0,2,0,0,0.5571,0.5571,0.5571,0.5571,0.2,0.1786,0.25,0.3333,0.0,0.0,0.0,1.0,0.3333,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
704,43,ASG-931,2,2023,Gabriel Jara Silva,Valentina Munoz Soto,17511216-6,2023,valentina.munoz@outlook.com,4.0,4.0,4.0,1.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0.5714,0.5714,0.5714,0.5714,0.2,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
312,44,ASG-876,2,2023,Marcela Gonzalez Araya,Sin Nombre,6244185-1,2020,sofia.valenzuela@gmail.com,4.6,4.6,4.6,1.0,35.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1,0.6571,0.6571,0.6571,0.6571,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
891,46,ASG-SINCOD,2,2023,Lucas Munoz Castro,Paula Fuentes Gonzalez,11407671-9,2023,paula.fuentes@gmail.com,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3333,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
585,50,ASG-329,2,2023,Ana Hernandez Garcia,Ignacio Diaz Fuentes,6048233-0,2022,ignacio.diaz@outlook.com,2.3,2.3,2.3,1.0,20.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.3286,0.3286,0.3286,0.3286,0.2,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
35,51,ASG-327,2,2023,Cristobal Espinoza Rivera,Joaquin Jara Araya,8518523-7,2019,joaquin.jara@gmail.com,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6667,0.0,0.0,0.0,1.0,0.3333,0.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
173,51,ASG-874,2,2023,Benjamin Martinez Martinez,Joaquin Jara Araya,8518523-7,2019,joaquin.jara@gmail.com,4.2,4.2,4.2,1.0,15.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1,0.6,0.6,0.6,0.6,0.2,0.1071,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
680,52,ASG-350,2,2023,Pedro Soto Diaz,Sofia Diaz Lopez,6183326-6,2020,sofia.diaz@gmail.com,2.6,2.6,2.6,1.0,20.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,0.3714,0.3714,0.3714,0.3714,0.2,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
786,56,ASG-994,2,2023,Marcela Reyes Vergara,Maximiliano Castro Garcia,23219923-6,2022,maximiliano.castro@gmail.com,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6667,0.0,0.0,0.0,1.0,0.0,0.2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
55,58,ASG-795,2,2023,Antonia Munoz Espinoza,Marcela Sepulveda Lopez,SIN-RUT,2022,marcela.sepulveda@gmail.com,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
227,61,ASG-775,2,2023,Benjamin Jara Valenzuela,Ignacio Diaz Valenzuela,17252912-9,2020,ignacio.diaz@gmail.com,6.7,6.7,6.7,1.0,10.0,6.7,1.0,0.0,0.0,0.0,1.0,0.0,3,3,1,0.9571,0.9571,0.9571,0.9571,0.2,0.0714,0.25,0.0,0.0,0.0,0.5,0.0,0.6667,0.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
835,61,ASG-375,2,2023,Carlos Torres Rojas,Ignacio Diaz Valenzuela,17252912-9,2020,ignacio.diaz@gmail.com,4.4,3.3,5.5,2.0,30.0,4.4,1.0,1.0,0.0,0.0,0.0,1.0,3,3,1,0.6286,0.4714,0.7857,0.6286,0.4,0.2143,0.25,0.3333,0.0,0.0,0.0,1.0,0.6667,0.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
878,61,ASG-271,2,2023,Maria Nunez Sepulveda,Ignacio Diaz Valenzuela,17252912-9,2020,ignacio.diaz@gmail.com,4.85,4.3,5.4,2.0,55.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0.6929,0.6143,0.7714,0.6571,0.4,0.3929,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
167,66,ASG-581,2,2023,Francisca Soto Rojas,Joaquin Garcia Espinoza,11641824-6,2021,joaquin.garcia@outlook.com,4.449999999999999,2.8,6.1,2.0,70.0,4.21,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,0.6357,0.4,0.8714,0.6014,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
481,68,ASG-397,2,2023,Benjamin Tapia Flores,Maximiliano Torres Torres,17348514-5,2024,maximiliano.torres@outlook.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
692,69,ASG-955,2,2023,Docente No Informado,Sin Nombre,22689499-9,2022,nicolas.torres@gmail.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
116,70,ASG-763,2,2023,Valentina Vergara Jara,Paula Bravo Reyes,18674076-0,2019,paula.bravo@gmail.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
765,71,ASG-171,2,2023,Constanza Torres Vergara,Lorena Garcia Reyes,21409787-0,2022,lorena.garcia@outlook.com,2.7,2.7,2.7,1.0,35.0,2.7,1.0,1.0,0.0,0.0,0.0,1.0,1,1,0,0.3857,0.3857,0.3857,0.3857,0.2,0.25,0.25,0.3333,0.0,0.0,0.0,1.0,0.0,0.2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
48,72,ASG-592,2,2023,Emilio Lopez Silva,Maximiliano Vergara Martinez,20248965-2,2019,maximiliano.vergara@outlook.com,1.2,1.2,1.2,1.0,15.0,1.2,1.0,1.0,0.0,0.0,0.0,1.0,4,4,0,0.1714,0.1714,0.1714,0.1714,0.2,0.1071,0.25,0.3333,0.0,0.0,0.0,1.0,1.0,0.8,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
174,72,ASG-421,2,2023,Catalina Jara Rojas,Maximiliano Vergara Martinez,20248965-2,2019,maximiliano.vergara@outlook.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
195,72,ASG-862,2,2023,Natalia Araya Morales,Maximiliano Vergara Martinez,20248965-2,2019,maximiliano.vergara@outlook.com,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3333,0.0,0.0,0.0,1.0,1.0,0.8,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
588,72,ASG-481,2,2023,Alejandra Soto Castro,Maximiliano Vergara Martinez,20248965-2,2019,maximiliano.vergara@outlook.com,2.0,2.0,2.0,1.0,25.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4,0,0.2857,0.2857,0.2857,0.2857,0.2,0.1786,0.25,0.3333,0.0,0.0,0.0,1.0,1.0,0.8,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
75,78,ASG-295,2,2023,Andres Soto Hernandez,Jose Gatica Sepulveda,11504524-9,2020,jose.gatica@outlook.com,5.1,5.1,5.1,1.0,10.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1,0.7286,0.7286,0.7286,0.7286,0.2,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.6,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
374,78,ASG-390,2,2023,Agustin Bravo Araya,Jose Gatica Sepulveda,11504524-9,2020,jose.gatica@outlook.com,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3333,0.0,0.0,0.0,1.0,0.3333,0.6,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
592,80,ASG-562,2,2023,Lucas Munoz Silva,Macarena Rivera Soto,14130327-3,2019,macarena.rivera@gmail.com,2.9,2.9,2.9,1.0,15.0,2.9,1.0,0.0,0.0,1.0,0.0,1.0,1,4,0,0.4143,0.4143,0.4143,0.4143,0.2,0.1071,0.25,0.0,0.0,0.5,0.0,1.0,0.0,0.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
170,81,ASG-SINCOD,2,2023,Andres Tapia Rodriguez,Isidora Valenzuela Rivera,6581364-9,2021,isidora.valenzuela@outlook.com,2.5,2.5,2.5,1.0,40.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0.3571,0.3571,0.3571,0.3571,0.2,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
